policy_id,timestep,onion_loc,pot_loc,dish_loc,serving,order_list,num_in_pot,agent_pos,held_obj
0,0,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(4, 3)",3
0,1,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(3, 3)",3
0,2,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 3)",3
0,3,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 4)",3
0,4,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 4)",3
0,5,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 4)",0
0,6,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 5)",0
0,7,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 6)",0
0,8,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 7)",0
0,9,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 7)",3
0,10,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 6)",3
0,11,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 5)",3
0,12,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 4)",3
0,13,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 4)",3
0,14,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 4)",0
0,15,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 3)",0
0,16,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 4)",0
0,17,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 5)",0
0,18,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 6)",0
0,19,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,1,"(2, 7)",0
0,20,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 7)",3
0,21,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 6)",3
0,22,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 5)",3
0,23,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 4)",3
0,24,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 4)",3
0,25,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 4)",0
0,26,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 3)",0
0,27,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 4)",0
0,28,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 5)",0
0,29,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 6)",0
0,30,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,2,"(2, 7)",0
0,31,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(2, 7)",3
0,32,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(2, 6)",3
0,33,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(3, 6)",3
0,34,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(3, 5)",3
0,35,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(3, 5)",2
0,36,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(3, 6)",2
0,37,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(2, 6)",2
0,38,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(2, 7)",2
0,39,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(2, 7)",2
0,40,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(3, 7)",2
0,41,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(2, 7)",2
0,42,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,3,"(2, 7)",2
0,43,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 7)",1
0,44,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 6)",1
0,45,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 5)",1
0,46,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 4)",1
0,47,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 3)",1
0,48,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(2, 2)",1
0,49,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(3, 2)",1
0,50,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(4, 2)",1
0,51,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(5, 2)",1
0,52,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(6, 2)",1
0,53,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(7, 2)",1
0,54,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(8, 2)",1
0,55,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(9, 2)",1
0,56,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(10, 2)",1
0,57,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(11, 2)",1
0,58,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",2,0,"(12, 2)",1
0,59,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 2)",3
0,60,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(11, 2)",3
0,61,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 2)",3
0,62,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 3)",3
0,63,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 4)",3
0,64,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 5)",3
0,65,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 5)",3
0,66,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 5)",0
0,67,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 6)",0
0,68,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,0,"(12, 7)",0
0,69,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(12, 7)",3
0,70,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(11, 7)",3
0,71,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(11, 6)",3
0,72,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(11, 5)",3
0,73,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(12, 5)",3
0,74,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(12, 5)",0
0,75,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(12, 4)",0
0,76,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(12, 5)",0
0,77,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(12, 6)",0
0,78,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,1,"(12, 7)",0
0,79,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 7)",3
0,80,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 7)",3
0,81,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 6)",3
0,82,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 5)",3
0,83,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 5)",3
0,84,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 5)",0
0,85,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 5)",0
0,86,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 6)",0
0,87,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 7)",0
0,88,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 7)",3
0,89,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 6)",3
0,90,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 5)",3
0,91,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 5)",3
0,92,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 5)",0
0,93,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 5)",0
0,94,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 6)",0
0,95,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 7)",0
0,96,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 7)",3
0,97,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(10, 7)",3
0,98,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(10, 6)",3
0,99,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(10, 5)",3
0,100,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 5)",3
0,101,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 5)",3
0,102,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 5)",0
0,103,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 5)",0
0,104,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 6)",0
0,105,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 7)",0
0,106,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 7)",3
0,107,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 6)",3
0,108,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 5)",3
0,109,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 5)",2
0,110,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(12, 5)",2
0,111,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 5)",2
0,112,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 6)",2
0,113,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 7)",2
0,114,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 7)",2
0,115,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(10, 7)",2
0,116,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 7)",2
0,117,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,3,"(11, 7)",2
0,118,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 7)",1
0,119,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 6)",1
0,120,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(11, 5)",1
0,121,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 5)",1
0,122,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 4)",1
0,123,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 3)",1
0,124,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 2)",1
0,125,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",1,2,"(12, 2)",1
0,126,"[1, 4]","[2, 8]","[3, 4]","[13, 2]",0,2,"(12, 2)",3
1,0,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(3, 3)",3
1,1,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(4, 3)",3
1,2,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(4, 4)",3
1,3,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(4, 5)",3
1,4,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(4, 6)",3
1,5,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(5, 6)",3
1,6,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(5, 7)",3
1,7,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(5, 8)",3
1,8,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(6, 8)",3
1,9,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(7, 8)",3
1,10,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,11,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,12,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,13,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,14,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,15,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,16,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,17,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,18,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,19,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,20,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,21,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,22,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,23,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,24,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,25,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,26,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,27,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,28,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,29,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,30,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,31,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,32,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,33,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,34,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,35,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,36,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,37,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,38,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,39,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,40,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,41,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,42,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,43,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,44,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,45,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,46,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,47,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,48,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,49,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,50,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,51,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,52,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,53,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,54,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,55,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,56,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,57,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,58,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,59,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,60,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,61,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,62,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,63,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,64,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,65,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,66,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,67,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,68,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,69,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,70,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,71,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,72,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,73,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,74,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,75,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,76,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,77,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,78,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,79,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,80,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,81,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,82,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,83,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,84,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,85,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,86,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,87,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,88,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,89,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,90,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,91,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,92,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,93,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,94,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,95,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,96,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,97,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,98,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,99,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,100,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,101,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,102,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,103,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,104,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,105,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,106,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,107,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,108,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,109,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,110,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,111,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,112,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,113,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,114,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,115,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,116,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,117,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,118,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,119,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,120,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,121,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,122,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,123,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,124,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,125,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,126,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,127,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,128,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,129,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,130,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,131,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,132,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,133,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,134,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,135,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,136,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,137,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,138,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,139,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,140,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,141,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,142,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,143,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,144,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,145,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,146,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,147,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,148,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,149,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,150,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,151,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,152,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,153,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,154,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,155,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,156,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,157,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,158,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,159,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,160,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,161,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,162,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,163,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,164,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,165,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,166,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(8, 8)",3
1,167,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
1,168,"[14, 6]","[11, 4]","[7, 7]","[2, 2]",2,0,"(9, 8)",3
